,id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
1844,6762827304,42522,3,2.5,7.576097340623111,8.188966863648876,2.0,0,0,3,7,7.576097340623111,0.0,2010,0,122024,52.5958,-114.211,7.534228326274089,8.339261982923576,1,54,12.604852121186608
1845,6762827531,42522,3,2.5,7.640603826393634,8.482394685873542,2.0,0,0,3,8,7.640603826393634,0.0,2002,0,122035,52.6037,-114.322,7.692113339595466,8.438366410870266,1,73,12.577639650232573
1847,6762828170,42522,3,2.0,7.2305631534092925,8.412054873292933,1.0,0,0,3,7,7.2305631534092925,0.0,2008,0,122024,52.5961,-114.211,7.390798521735676,8.294299608857235,3,80,12.524530013005734
1848,6762828277,42522,3,1.0,7.280008252884188,9.084890521258767,1.0,0,0,3,6,6.957497370876951,5.993961427306569,1958,0,122056,52.6998,-114.454,7.32052696227274,9.084890521258767,3,74,12.524348178954261
1849,6762828385,42522,4,2.5,7.560601162768557,9.047586120674756,2.0,0,0,3,8,7.560601162768557,0.0,1998,0,122023,52.4908,-114.399,7.57095858316901,9.040382074165628,2,66,12.506180941677357
1850,6762829199,42522,4,2.0,7.523481312573497,8.93075873555827,1.0,0,0,4,7,7.340186835320115,5.739792912179234,1978,0,122066,52.5966,-114.467,7.390798521735676,8.943636705909594,2,60,12.429220196836383
1851,6762830839,42522,3,1.0,6.918695219020472,8.888204871455022,1.0,0,0,3,7,6.918695219020472,0.0,1969,0,122040,52.5638,-114.496,7.170888478512505,9.016391478941248,1,53,12.20582761551277
1852,6762831392,42522,1,1.0,6.580639137284949,8.699681400989514,1.0,0,0,3,6,6.580639137284949,0.0,1940,0,122059,52.7566,-114.506,6.947937068614969,8.699681400989514,3,58,11.951186847493476
1853,6762810796,42523,4,3.5,7.934155233536322,9.222861652529854,1.5,0,0,5,8,7.934155233536322,0.0,1985,0,122057,52.7951,-114.41,7.852050207265889,9.222861652529854,2,68,14.077875591662238
1854,6762811208,42523,4,3.75,7.983098940710892,8.071218539969863,1.5,0,0,5,9,7.664346632098617,6.68586094706836,1925,0,122003,52.873,-114.549,7.550135342488429,8.371242135931933,2,62,13.910821646859095
1855,6762811209,42523,4,2.0,7.855932199718614,8.699681400989514,1.0,0,0,5,9,7.170888478512505,7.155396301896734,1950,0,122032,52.8814,-114.603,7.741099090035366,8.732465848349879,2,74,13.910821646859095
1856,6762811295,42523,4,3.75,8.326274787396764,9.419060402624668,2.0,0,0,3,11,8.326274787396764,0.0,2001,0,122015,52.7494,-114.341,8.213652703029998,9.326165937481774,3,79,13.883170141017091
1857,6762811622,42523,4,2.25,7.736743682453495,8.585038738311304,2.0,0,0,4,9,7.659642954564682,5.14166355650266,1958,0,122032,52.8728,-114.601,7.976251943745623,8.585038738311304,1,70,13.790193775620484
1858,6762811704,42523,5,2.75,8.019941687677365,9.235813167949214,2.0,0,0,3,10,8.019941687677365,0.0,1993,0,122027,52.7831,-114.309,7.95892649305011,9.140775908590273,1,74,13.774689605110144
1859,6762811705,42523,4,3.0,8.431853144249223,9.121618441915379,2.0,0,0,3,10,8.157943507105037,7.00397413672268,1981,0,122050,52.9534,-114.562,7.976251943745623,9.421330367117822,1,80,13.774689605110144
1860,6762811812,42523,5,3.5,8.157943507105037,9.177920480720072,2.0,0,4,3,9,7.8083230503910555,6.93828448401696,1980,0,122050,53.0057,-114.581,8.033009498596668,9.509703949201802,2,53,13.755230689213672
1861,6762811869,42523,4,2.5,7.696667081526462,8.294299608857235,2.0,0,0,5,8,7.266128779556451,6.647688373563329,1908,0,122003,52.8702,-114.56,7.650168700845001,8.294299608857235,2,50,13.742940940397677
1862,6762811870,42523,2,2.5,7.893945138235959,9.32500744695431,1.0,0,0,3,9,7.893945138235959,0.0,2006,0,122045,52.9378,-114.209,7.743269700829004,8.840580188488795,2,75,13.742940940397677
1863,6762812244,42523,4,2.25,8.221747728346623,9.42424134192346,1.0,0,2,5,8,7.528869256642251,7.528869256642251,1970,0,122020,52.8136,-114.264,8.064950891749143,9.651301315769187,2,55,13.681980308196241
1864,6762812455,42523,3,1.75,7.223295679562314,8.25608813381491,1.0,0,0,5,7,6.647688373563329,6.398594934535208,1911,1988,122047,52.8674,-114.469,7.237778191923443,8.188966863648876,1,73,13.652992804936396
1865,6762812531,42523,5,1.0,7.844240718141811,8.439015410352214,2.5,0,0,4,9,7.844240718141811,0.0,1905,0,122044,52.8392,-114.484,7.359467638255621,8.262558973010657,1,71,13.649457154271039
1866,6762812616,42523,4,2.75,7.346655163176539,8.294299608857235,1.5,0,0,3,9,7.346655163176539,0.0,1930,0,122004,52.8896,-114.47,7.659642954564682,8.294299608857235,1,52,13.635188201437066
1867,6762812667,42523,3,3.0,7.640603826393634,9.261223582290752,1.5,0,0,3,9,7.640603826393634,0.0,2004,0,122033,52.9287,-114.418,8.224431573221159,9.379323364330956,2,56,13.629182184591333
1868,6762813156,42523,3,2.25,7.518064181233078,8.160803920954665,1.5,0,0,5,8,7.340186835320115,5.707110264748875,1910,0,122044,52.8363,-114.482,7.496097345175956,8.101980731853192,3,77,13.573695014944509
1870,6762814073,42523,4,2.5,7.962415680121064,9.445333439647541,2.0,0,0,4,9,7.962415680121064,0.0,1986,0,122011,52.7932,-114.207,7.848153086199526,9.445333439647541,3,73,13.487007879880162
1871,6762814122,42523,3,1.0,6.93828448401696,8.508959386489133,1.0,0,0,5,7,6.93828448401696,0.0,1952,0,122004,52.8947,-114.467,7.7102051944325325,8.851949671253948,3,57,13.484226240787052
1872,6762814197,42523,3,2.0,7.62608275807238,9.105090961257085,1.0,0,0,4,7,7.62608275807238,0.0,1951,0,122057,52.8185,-114.435,7.976251943745623,9.088963385809583,2,54,13.47758867110771
1873,6762814202,42523,3,1.5,7.415175109613295,9.082279701908664,1.0,0,0,4,7,7.415175109613295,0.0,1956,0,122048,52.8192,-114.392,7.762596048540069,9.215725844252521,1,62,13.47653659463273
1874,6762814226,42523,3,2.0,7.669028288589683,8.501876487304344,1.0,0,0,4,8,6.976348070447749,6.976348070447749,1928,0,122028,52.9202,-114.529,7.293697720601438,8.501876487304344,2,60,13.47302165746721
1875,6762814487,42523,4,2.5,7.993619994827744,9.404837504700271,2.0,0,0,3,9,7.993619994827744,0.0,1998,0,122020,52.8139,-114.242,7.8713112033234065,9.784140794903562,1,53,13.451668563394815
1876,6762814587,42523,3,2.75,7.779466967458324,9.139273923542323,1.0,0,0,5,8,7.237778191923443,6.90875477931522,1942,0,122038,52.9509,-114.521,7.779466967458324,9.450380370950123,2,73,13.44415842917939
1877,6762815052,42523,3,2.5,7.736743682453495,7.937017489515454,3.0,0,0,4,9,7.736743682453495,0.0,1953,1983,122013,52.871,-114.505,7.72356247227797,8.517393171418904,1,70,13.399996629152975
1879,6762815231,42523,5,2.75,7.844240718141811,8.525359754082631,1.5,0,0,5,8,7.844240718141811,0.0,1902,0,122044,52.8436,-114.489,7.372118028337787,8.253488028345904,2,61,13.384729180332174
1880,6762815465,42523,3,2.5,7.771067086065406,9.321255432547337,2.0,0,0,3,9,7.771067086065406,0.0,1993,0,122053,52.7645,-114.369,7.844240718141811,9.355219633294267,2,67,13.369225017834633
1881,6762816052,42523,3,2.5,7.208600337960199,8.029107054619736,2.0,0,0,3,7,7.208600337960199,0.0,1991,0,122044,52.8399,-114.483,7.550135342488429,8.294299608857235,2,63,13.326121846238388
1882,6762816053,42523,5,2.5,7.635786861395585,9.392745258631441,1.0,0,0,4,7,7.201170883281678,6.594413459749778,1967,0,122029,52.856,-114.294,7.645397699428633,9.392745258631441,1,58,13.326121846238388
1883,6762816184,42523,5,2.75,7.916078096302786,8.633552992532433,1.5,0,0,5,7,7.421177528595393,6.976348070447749,1925,0,122006,52.9166,-114.507,7.3783837129967145,8.432288684325794,2,73,13.312985389904174
1884,6762816185,42523,3,2.0,7.630946580890459,8.304247465078474,1.0,0,0,4,8,7.02197642307216,6.846943139585379,1947,0,122028,52.9098,-114.542,7.313886831633462,8.294299608857235,2,61,13.312985389904174
1885,6762816283,42523,4,2.5,7.8713112033234065,9.197660318818809,2.0,0,0,3,8,7.8713112033234065,0.0,1987,0,122020,52.8122,-114.241,7.83241092718792,9.20391980417326,2,80,13.304686600863562
1886,6762816284,42523,4,2.5,7.581209826196346,9.564020836934587,1.0,0,1,4,8,7.1631723908466425,6.508769136971682,1958,0,122052,52.7247,-114.559,7.820439515262181,9.297251743965479,1,64,13.304686600863562
1888,6762816777,42523,4,2.5,8.055475141757274,8.68050180902826,2.0,0,0,3,8,8.055475141757274,0.0,2014,0,122015,52.7087,-114.312,7.8826922062890254,8.68050180902826,1,63,13.271017837794437
1890,6762816925,42523,4,2.75,8.045908742270779,8.941807118363164,2.0,0,0,3,10,8.045908742270779,0.0,2010,0,122008,52.7456,-114.074,8.000014093678072,8.707978826622321,3,51,13.26212705890841
1891,6762817040,42523,3,1.0,7.170888478512505,8.811503250158239,1.0,0,0,4,6,7.170888478512505,0.0,1952,0,122057,52.8151,-114.432,7.396948602621014,9.205026277152413,1,57,13.25602151199675
1892,6762817286,42523,3,2.25,7.645397699428633,9.402034535016803,2.0,0,0,3,8,7.645397699428633,0.0,1983,0,122005,52.9315,-114.32,7.473637108496206,9.402034535016803,3,55,13.239436828031458
1893,6762817321,42523,3,1.75,7.601402334583733,9.228474942171665,1.0,0,0,5,7,7.244941546337007,6.398594934535208,1963,0,122010,52.8916,-114.365,7.62608275807238,9.228474942171665,2,54,13.235693848424024
1894,6762817581,42523,4,2.5,7.682943169878292,9.169622538697624,1.0,0,0,3,7,7.2868764117507,6.566672429803241,1980,0,122005,52.9089,-114.306,7.57095858316901,9.036106025364846,3,55,13.217675375388819
1895,6762817779,42523,3,2.5,7.65491704784832,9.320628725870305,2.0,0,0,3,8,7.65491704784832,0.0,2001,0,122021,52.9808,-114.36,7.65491704784832,8.491259809389733,1,80,13.214032390746006
1896,6762817820,42523,3,1.75,7.501634457883413,8.006700845440367,1.5,0,0,4,7,7.501634457883413,0.0,1903,0,122026,52.8899,-114.553,7.039660349862076,8.006700845440367,1,63,13.208542908506082
1897,6762818247,42523,3,1.75,7.1316985104669115,8.706490361946617,1.5,0,0,5,7,7.1316985104669115,0.0,1942,0,122006,52.92,-114.494,7.074116816197362,8.706655856361559,1,73,13.180634172318978
1898,6762819035,42523,3,2.5,7.692113339595466,8.49351506406166,2.0,0,0,3,9,7.692113339595466,0.0,1999,0,122014,52.9941,-114.496,7.692113339595466,8.861633597686627,3,67,13.12834743715147
1899,6762819080,42523,3,1.75,7.390798521735676,8.343077871169383,1.0,0,0,5,7,6.7226297948554485,6.673297967767654,1945,0,122006,52.9043,-114.475,7.365812837209472,8.517393171418904,2,50,13.122365377402328
1900,6762819349,42523,4,2.25,7.7057128238944275,9.090768236835338,1.0,0,0,4,8,7.01301578963963,7.01301578963963,1961,0,122027,52.7791,-114.36,7.7057128238944275,9.11679862756782,1,55,13.112315061750808
1901,6762819412,42523,5,2.75,7.890208213109961,8.24301946898925,2.0,0,0,3,8,7.890208213109961,0.0,2014,0,122015,52.7083,-114.313,7.890208213109961,8.24301946898925,3,64,13.112304960710096
1902,6762819935,42523,3,2.5,7.8636512654486515,8.88336291691676,2.0,0,0,3,8,7.8636512654486515,0.0,1989,0,122015,52.7423,-114.341,7.762596048540069,8.885440911707585,2,72,13.07107218827772
1904,6762820098,42523,4,2.5,8.016647877057803,9.178643285232928,2.0,0,0,3,8,7.611347717403621,6.918695219020472,1998,0,122025,52.715,-113.989,7.62608275807238,9.229554590899987,1,61,13.062615496138552
1905,6762820962,42523,5,2.75,7.621195162809845,8.921190556249368,1.0,0,0,4,7,7.0909098220799835,6.734591659972948,1969,0,122033,52.9589,-114.362,7.333676395657684,8.921190556249368,3,50,13.015893357585442
1906,6762821213,42523,2,1.0,7.115582126184454,8.79497643168877,1.0,0,0,3,7,7.030857476116121,4.61512051684126,1906,0,122051,52.7873,-114.472,7.13966033596492,8.529319371214077,2,74,12.994532278619134
1910,6762821593,42523,3,2.5,7.58629630715272,8.30325712085294,2.0,0,0,4,7,7.58629630715272,0.0,2003,0,122008,52.7635,-114.059,7.581209826196346,8.521384396034705,1,73,12.976183182038383
1911,6762821642,42523,3,2.0,7.215975002651466,8.54110501146255,1.5,0,0,4,6,6.814542897259958,6.111467339502679,1924,0,122009,52.7887,-114.583,7.273092595999522,8.54110501146255,2,58,12.971542813248437
1912,6762821643,42523,4,2.25,7.490529402060711,8.882391706295847,1.0,0,0,4,7,7.01301578963963,6.523562306149512,1973,0,122014,53.0009,-114.484,7.7279755421055585,9.105090961257085,2,64,12.971542813248437
1913,6762821784,42523,3,3.0,7.75833346749091,8.517793011488205,2.0,0,0,3,8,7.75833346749091,0.0,2013,0,122025,52.7131,-113.963,7.934155233536322,8.589699882202986,3,78,12.966586375832486
1914,6762821842,42523,3,2.25,7.415175109613295,8.699681400989514,1.0,0,0,3,7,7.01301578963963,6.311734809152915,1979,0,122044,52.8413,-114.487,7.273092595999522,8.314097335405807,1,63,12.959846800844963
1915,6762821843,42523,3,2.25,7.534228326274089,9.105090961257085,1.0,0,0,3,7,7.273092595999522,6.066108090103747,1978,0,122017,52.9673,-114.388,7.534228326274089,9.0642735958414,2,68,12.959846800844963
1917,6762822061,42523,3,1.75,7.415175109613295,9.169622538697624,1.0,0,0,3,8,7.2305631534092925,5.638354669333745,1981,0,122017,52.9901,-114.357,7.616283561580385,9.15915233520675,3,68,12.948012371209098
1918,6762822539,42523,2,1.75,7.223295679562314,8.542080906924017,1.0,0,0,5,6,7.223295679562314,0.0,1944,0,122028,52.9226,-114.536,7.0909098220799835,8.537191877922927,3,80,12.923792919343217
1919,6762822735,42523,3,3.25,7.930565854233965,8.294799358992574,2.0,0,0,3,8,7.930565854233965,0.0,2009,0,122055,52.9648,-114.156,7.544861068658458,8.316544717929398,1,68,12.905452860309719
1920,6762822804,42523,3,1.5,7.0909098220799835,8.476579508530941,1.0,0,0,4,7,7.0909098220799835,0.0,1962,0,122030,52.8384,-114.326,7.32052696227274,8.94494150776486,1,55,12.899222326086994
1921,6762822805,42523,3,2.25,7.280008252884188,8.456806041401142,2.0,0,0,3,7,7.280008252884188,0.0,2009,0,122058,52.991,-114.422,7.307202314764738,8.448485993406447,2,57,12.899222326086994
1922,6762823249,42523,3,2.0,6.985641817639208,8.886962034866128,1.0,0,0,5,7,6.985641817639208,0.0,1947,0,122022,52.9443,-114.51,7.02197642307216,8.988321188323683,2,75,12.873904582205107
1925,6762824344,42523,4,2.5,7.714677473800927,8.21959545417708,2.0,0,0,3,8,7.714677473800927,0.0,2014,0,122024,52.5851,-114.251,7.836369760545124,8.370084326378025,3,50,12.804884421038478
1926,6762825924,42523,3,2.5,7.576097340623111,9.003439196207838,2.0,0,0,4,9,7.576097340623111,0.0,1990,0,122035,52.6175,-114.351,7.762596048540069,8.94793610670867,1,76,12.7022951610422
1927,6762826003,42523,3,1.75,7.719129840906732,10.178768042270166,1.0,0,0,3,8,7.719129840906732,0.0,1980,0,122023,52.5332,-114.313,7.5126175446745105,10.178768042270166,2,58,12.691583538230217
1928,6762826247,42523,3,2.0,7.53955882930103,9.283497892593909,1.0,0,0,5,6,6.846943139585379,6.846943139585379,1952,0,122015,52.7391,-114.334,7.630946580890459,9.952325334619427,3,71,12.676079399771027
1930,6762826468,42523,5,2.5,7.645397699428633,8.455104999102815,2.0,0,0,3,7,7.645397699428633,0.0,1998,0,122024,52.5838,-114.215,7.635786861395585,8.455104999102815,2,54,12.660331092405906
1931,6762826634,42523,4,2.5,7.5126175446745105,8.551787836180736,2.0,0,0,3,7,7.5126175446745105,0.0,2003,0,122024,52.5865,-114.206,7.5126175446745105,8.551787836180736,2,79,12.650761671914688
1932,6762826635,42523,3,2.25,7.340186835320115,8.582793648500186,1.0,0,0,5,7,6.647688373563329,6.647688373563329,1954,0,122006,52.9242,-114.494,7.427144133408616,8.783549477153265,3,76,12.650761671914688
1933,6762826794,42523,5,2.75,7.8168199657645525,8.305484017727691,2.0,0,0,3,8,7.8168199657645525,0.0,2014,0,122039,52.4902,-114.474,7.768110378525988,8.337109129562474,2,51,12.6410997921206
1934,6762827355,42523,2,1.0,7.065613363597717,9.270682600982344,1.0,0,0,3,7,7.065613363597717,0.0,1963,0,122025,52.727,-113.97,7.201170883281678,9.193499354780156,1,79,12.59473402514672
1935,6762827757,42523,3,1.75,7.9658927350845286,9.814492390964565,1.0,0,0,3,8,7.365812837209472,7.170888478512505,1958,0,122056,52.7181,-114.471,7.2305631534092925,9.168788944817948,3,62,12.560247968016562
1936,6762827924,42523,2,1.5,7.300472814267799,9.657714883161557,1.0,0,0,4,7,7.300472814267799,0.0,1940,0,122052,52.7308,-114.556,7.327123292259293,8.926118971153382,2,61,12.54254845357358
1938,6762828324,42523,3,2.0,7.252053951852814,8.938925271988273,1.0,0,0,4,7,7.252053951852814,0.0,1983,0,122046,52.6573,-114.337,7.5126175446745105,9.027738775974909,2,63,12.515397562803473
1939,6762828532,42523,3,1.75,7.58629630715272,9.237079669165805,1.0,0,0,4,8,7.58629630715272,0.0,1966,0,122066,52.5919,-114.475,7.58629630715272,9.036106025364846,1,66,12.498745990829315
1940,6762829122,42523,2,1.75,7.107425474110705,8.517393171418904,1.0,0,0,5,7,6.7580945044277305,5.8888779583328805,1921,0,122042,52.7206,-114.394,7.02197642307216,8.517393171418904,2,52,12.441148720271016
1941,6762829200,42523,3,2.25,7.476472381163905,8.942853006809921,2.0,0,0,3,7,7.476472381163905,0.0,1996,0,122040,52.5372,-114.518,7.476472381163905,8.951569643018821,3,55,12.429220196836383
1942,6762829719,42523,3,1.75,7.201170883281678,9.70996348123418,1.0,0,0,4,7,7.201170883281678,0.0,1968,0,122035,52.594,-114.352,7.327123292259293,9.254548626640503,2,73,12.384223015005313
1943,6762829720,42523,3,1.0,6.947937068614969,8.833608482690892,2.0,0,0,3,6,6.947937068614969,0.0,1942,0,122052,52.7421,-114.565,6.93828448401696,8.781555458546402,2,62,12.384223015005313
1944,6762829794,42523,3,2.0,7.333676395657684,9.071193240566025,1.0,0,0,4,7,7.333676395657684,0.0,1970,0,122042,52.6829,-114.397,7.581209826196346,8.936035096566041,3,73,12.367345048436391
1945,6762829795,42523,2,1.0,6.580639137284949,8.484876589939695,1.0,0,0,4,6,6.580639137284949,0.0,1947,0,122064,52.7834,-114.565,7.32052696227274,8.484876589939695,3,66,12.367345048436391
1946,6762829796,42523,3,1.0,7.1316985104669115,9.655282570626547,1.0,0,0,4,7,7.1316985104669115,0.0,1959,0,122053,52.7393,-114.362,7.450660796211539,9.232199706329077,3,64,12.367345048436391
1947,6762829883,42523,2,1.0,6.846943139585379,8.589699882202986,1.0,0,0,4,5,6.846943139585379,0.0,1952,0,122043,52.6506,-114.514,7.0909098220799835,8.922791623969637,3,56,12.36308066783498
1948,6762829949,42523,3,2.0,7.273092595999522,8.517393171418904,1.0,0,0,4,6,6.580639137284949,6.580639137284949,1942,2007,122053,52.7247,-114.375,7.02197642307216,8.648396877031582,2,75,12.345838935721968
1949,6762830131,42523,3,1.0,7.0909098220799835,9.204020443231363,1.0,0,0,4,6,7.0909098220799835,0.0,1969,0,122024,52.5909,-114.219,7.0909098220799835,9.229162126216771,1,65,12.323860125621126
1950,6762830221,42523,3,1.0,6.93828448401696,9.118334726180159,1.0,0,0,3,7,6.93828448401696,0.0,1961,0,122066,52.5907,-114.481,7.293697720601438,9.232199706329077,3,50,12.314931534737134
1951,6762830234,42523,3,2.0,7.0909098220799835,9.166074955678168,1.0,0,0,3,7,7.0909098220799835,0.0,1995,0,122039,52.4949,-114.442,7.372118028337787,9.161045080251306,3,68,12.312237337751334
1952,6762830538,42523,3,1.0,7.01301578963963,8.982561092257445,1.0,0,0,3,7,7.01301578963963,0.0,1962,0,122052,52.7335,-114.55,7.0909098220799835,8.999001866111735,3,76,12.25486757159303
1953,6762830666,42523,3,1.0,6.966967138613983,9.169622538697624,1.0,0,0,4,6,6.966967138613983,0.0,1962,0,122018,52.5178,-114.548,6.966967138613983,9.170039075202657,3,80,12.235636302128867
1954,6762830954,42523,3,1.5,7.074116816197362,9.110409533351133,1.0,0,0,3,7,7.074116816197362,0.0,1960,0,122060,52.6627,-114.518,7.2868764117507,9.09862638234618,2,65,12.170450649220749
1955,6762831222,42523,2,2.5,7.123672785204607,7.897296472595885,2.0,0,0,3,7,7.123672785204607,0.0,1986,0,122040,52.5536,-114.513,7.266128779556451,8.191463051326927,3,68,12.069685751267224
1956,6762831425,42523,3,1.0,7.186144304522325,9.014447135152134,1.0,0,0,3,7,7.186144304522325,0.0,1959,0,122043,52.5997,-114.499,7.186144304522325,8.97727273946428,2,77,11.918397239722838
1960,6762810862,42524,5,2.5,8.071218539969863,9.752955318231582,1.0,0,0,3,7,7.6783263565068856,6.947937068614969,1952,0,122048,52.8509,-114.412,8.316544717929398,9.663515696240424,3,64,14.054528245836039
